Provenance,Exchange,Symbol_Pair,Type,Price,Volume,First Seen,Last Seen
OKCoin,btcusd,btcusd,ask,453.68,0.252,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143580242,NULL
OKCoin,btcusd,btcusd,ask,450.55,57.678,1450143580242,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-1.0,0.008017,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-0.1,0.00819,NULL,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.46,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,450.52,1.58,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,450.5,20.1,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,450.25,0.06,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,450.22,0.01,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,449.77,0.01,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,449.41,39.5,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,449.28,0.22,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,448.87,0.01,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,448.64,0.17,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,447.97,0.128,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,447.93,0.819,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,447.91,12.0,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,447.9,0.085,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,447.32,25.0,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,447.07,20.0,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,447.06,74.052,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,446.97,0.315,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,446.75,9.345,1450143580546,NULL
OKCoin,btcusd,btcusd,bid,446.6,0.346,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,453.68,0.252,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143580546,NULL
OKCoin,btcusd,btcusd,ask,450.55,57.678,1450143580546,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-1.0,457.3,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-40.0,455.27,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-1.0,0.00819,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-99.415,0.008018,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-2.91708,0.00803,NULL,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.46,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,450.52,1.58,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,450.5,20.1,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,450.25,0.06,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,450.22,0.01,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,449.77,0.01,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,449.41,36.718,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,449.28,0.22,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,448.87,0.01,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,448.64,0.17,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,447.97,0.128,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,447.93,0.819,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,447.91,12.0,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,447.9,0.085,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,447.32,25.0,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,447.07,20.0,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,447.06,74.052,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,446.97,0.315,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,446.75,9.345,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,446.6,0.346,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,453.31,0.13,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143580952,NULL
OKCoin,btcusd,btcusd,ask,450.55,58.708,1450143580952,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.56,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,450.52,1.58,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,450.5,20.1,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,450.25,0.06,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,450.22,0.01,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,449.77,0.01,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,449.41,36.718,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,449.28,0.22,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,448.87,0.01,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,448.64,0.17,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,447.97,0.128,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,447.93,0.819,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,447.91,12.0,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,447.9,0.085,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,447.32,25.0,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,447.07,20.0,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,447.06,74.052,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,446.97,0.315,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,446.75,9.345,1450143581360,NULL
OKCoin,btcusd,btcusd,bid,446.6,0.346,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,453.31,0.13,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143581360,NULL
OKCoin,btcusd,btcusd,ask,450.55,58.708,1450143581360,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-1.0,0.008018,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-0.1,0.00819,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-1.0,0.00819,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-99.415,0.008017,NULL,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.57,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,450.53,1.0,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,450.52,1.58,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,450.51,2.0,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,450.5,20.1,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,450.25,0.06,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,450.22,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,449.77,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,449.28,0.22,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,448.87,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,448.64,0.17,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,448.12,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,447.97,0.128,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,447.94,2.781,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,447.93,0.819,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,447.91,12.0,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,447.9,0.085,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,447.32,25.0,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,447.07,20.0,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,447.06,74.052,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,453.31,0.13,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143581767,NULL
OKCoin,btcusd,btcusd,ask,450.55,58.708,1450143581767,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.57,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,450.53,1.0,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,450.52,1.58,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,450.51,6.0,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,450.5,20.1,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,450.25,0.06,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,450.22,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,449.77,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,449.42,36.718,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,449.28,0.22,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,448.87,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,448.64,0.17,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,448.12,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,447.97,0.128,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,447.94,2.781,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,447.93,0.819,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,447.91,12.0,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,447.9,0.085,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,447.32,25.0,1450143582072,NULL
OKCoin,btcusd,btcusd,bid,447.07,20.0,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,453.31,0.13,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143582072,NULL
OKCoin,btcusd,btcusd,ask,450.55,58.708,1450143582072,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.565,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,10.0388,3.5021,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.51,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.5021,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,2.49,3.5929,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,4.62,3.5863,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-1.0,3.571,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-400.8,3.68,NULL,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.57,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,450.53,1.0,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,450.52,1.58,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,450.51,2.0,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,450.5,20.1,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,450.25,0.06,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,450.22,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,449.77,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,449.42,36.718,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,449.28,0.22,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,448.87,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,448.64,0.17,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,448.12,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,447.97,0.128,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,447.94,2.781,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,447.93,0.819,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,447.91,12.0,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,447.9,0.085,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,447.32,25.0,1450143582479,NULL
OKCoin,btcusd,btcusd,bid,447.06,74.052,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,453.31,0.13,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143582479,NULL
OKCoin,btcusd,btcusd,ask,450.55,58.708,1450143582479,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.5929,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.5863,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,2.65088607,3.5704,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,93.2348,3.5652,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,895.95,3.5382,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-1.0,0.008017,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-99.415,0.008016,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,1.0,0.007741,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,570.0,0.006201,NULL,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.57,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,450.52,1.58,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,450.5,20.1,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,450.25,0.06,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,450.22,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,449.77,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,449.42,36.718,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,449.28,0.22,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,448.87,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,448.64,0.17,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,448.12,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,447.97,0.128,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,447.93,0.819,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,447.91,12.0,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,447.9,0.085,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,447.32,25.0,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,447.06,74.052,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,446.97,0.315,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,446.75,9.345,1450143582884,NULL
OKCoin,btcusd,btcusd,bid,446.6,0.346,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,453.31,0.13,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143582884,NULL
OKCoin,btcusd,btcusd,ask,450.55,58.708,1450143582884,NULL
BITFINEX,LTCBTC,LTCBTC,bid,1.0,0.006201,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,1831.884,0.007001,NULL,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.57,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,450.52,1.58,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,450.5,20.1,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,450.25,0.06,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,450.22,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,449.77,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,449.43,2.78,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,449.28,0.22,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,448.87,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,448.64,0.17,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,448.12,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,447.97,0.128,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,447.93,0.819,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,447.91,12.0,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,447.9,0.085,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,447.32,25.0,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,447.06,74.052,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,446.97,0.315,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,446.75,9.345,1450143583696,NULL
OKCoin,btcusd,btcusd,bid,446.6,0.346,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,453.4,18.072,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,453.31,0.13,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,452.91,15.048,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,452.56,110.664,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,452.53,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,452.19,18.648,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,452.02,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,452.0,0.253,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,451.87,21.924,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,451.65,12.708,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,451.57,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,451.5,3.0,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,451.39,65.268,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,451.18,18.336,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,451.12,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,451.07,0.01,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,450.98,0.37,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,450.79,0.541,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,450.78,79.037,1450143583696,NULL
OKCoin,btcusd,btcusd,ask,450.55,58.708,1450143583696,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.5651,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,0.1011,3.51,NULL,NULL
OKCoin,btcusd,btcusd,bid,450.54,0.57,1450143584002,NULL
